,player_name,gp,pts,reb,ast,net_rating,season
11076,John Henson,40,5.5,4.1,1.4,-0.7,2019-20
11077,John Collins,41,21.6,10.1,1.5,-5.1,2019-20
11078,Joel Embiid,51,23,11.6,3,5.2,2019-20
11079,Joe Ingles,72,9.8,3.9,5.2,5.1,2019-20
11080,Joe Harris,69,14.5,4.3,2.1,0.9,2019-20
11081,Joe Chealey,4,0.5,0,0.3,-23.4,2019-20
11082,Joakim Noah,5,2.8,3.2,1.4,-14.6,2019-20
11083,Jimmy Butler,58,19.9,6.7,6,5.2,2019-20
11084,Jevon Carter,58,4.9,2,1.4,0.7,2019-20
11085,Jerome Robinson,63,5.1,2,1.4,-1,2019-20
11086,Jerian Grant,6,4.5,1,1.5,-3.6,2019-20
11087,Jeremy Pargo,3,8.3,1,2.7,2.4,2019-20
11088,Jeremy Lamb,46,12.5,4.3,2.1,-0.9,2019-20
11089,Jeremiah Martin,9,7.1,1.1,2,-8.4,2019-20
11090,Jerami Grant,71,12,3.5,1.2,-2.1,2019-20
11091,Jeff Teague,59,10.9,2.4,5.2,-5.7,2019-20
11092,Jaylen Nowell,15,3.8,0.9,1.3,1.2,2019-20
11093,J.P. Macura,1,0,0,0,150,2019-20
11094,Jeff Green,48,9.4,2.8,1,-3.8,2019-20
11095,Ivica Zubac,72,8.3,7.5,1.1,8.9,2019-20
11096,Frank Kaminsky,39,9.7,4.5,1.9,-1,2019-20
11097,Frank Jackson,59,6.3,1.4,1,-3.4,2019-20
11098,Evan Turner,19,3.3,2,2,-11.4,2019-20
11099,Evan Fournier,66,18.5,2.6,3.2,-1.8,2019-20
11100,Ersan Ilyasova,63,6.6,4.8,0.8,4.2,2019-20
11101,Eric Paschall,60,14,4.6,2.1,-10.6,2019-20
11102,Eric Mika,1,6,7,0,19.5,2019-20
11103,Eric Gordon,36,14.4,2,1.5,0.4,2019-20
11104,Eric Bledsoe,61,14.9,4.6,5.4,11.8,2019-20
11105,Enes Kanter,58,8.1,7.4,1,9.9,2019-20
11106,Emmanuel Mudiay,54,7.3,2.3,2.1,-2,2019-20
11107,Elie Okobo,55,4,1.6,2.1,-3.2,2019-20
11108,Elfrid Payton,45,10,4.7,7.2,-3,2019-20
11109,Ed Davis,28,1.8,3.8,0.4,-15.2,2019-20
11110,E'Twaun Moore,56,8.3,2.3,1.4,-2.2,2019-20
11111,Dzanan Musa,40,4.8,2.2,1.1,-2.5,2019-20
11112,Dwight Powell,40,9.4,5.7,1.5,8.9,2019-20
11113,Dwight Howard,69,7.5,7.3,0.7,5.9,2019-20
11114,Dwayne Bacon,39,5.7,2.6,1.3,-8.2,2019-20
11115,Dusty Hannahs,2,6,0.5,0,17.2,2019-20
11116,Duncan Robinson,73,13.5,3.2,1.4,7.5,2019-20
11117,Drew Eubanks,22,4.9,3.9,0.7,-11,2019-20
11118,Draymond Green,43,8,6.2,6.2,-7.2,2019-20
11119,Dragan Bender,16,6.7,4.6,1.8,1.1,2019-20
11120,Doug McDermott,69,10.3,2.5,1.1,3.2,2019-20
11121,Dorian Finney-Smith,71,9.5,5.7,1.6,6.5,2019-20
11122,J.J. Barea,29,7.7,1.8,3.9,2.9,2019-20
11123,Donta Hall,9,4.3,4.2,0.4,-12,2019-20
11124,Donte DiVincenzo,66,9.2,4.8,2.3,12.2,2019-20
11125,Frank Mason,9,6.9,2.1,3.2,-1.8,2019-20
11126,Frank Ntilikina,57,6.3,2.1,3,-3.9,2019-20
11127,Edmond Sumner,31,4.9,1.5,1.8,-2.6,2019-20
11128,Furkan Korkmaz,72,9.8,2.3,1.1,2.7,2019-20
11129,Isaiah Thomas,40,12.2,1.7,3.7,-10.4,2019-20
11130,Isaiah Roby,3,0,0.7,0,-11.5,2019-20
11131,Fred VanVleet,54,17.6,3.8,6.6,4.8,2019-20
11132,Isaiah Hartenstein,23,4.7,3.9,0.8,8.7,2019-20
11133,Isaac Bonga,66,5,3.4,1.2,-0.4,2019-20
11134,Iman Shumpert,13,4.2,2.6,0.9,-9,2019-20
11135,Ignas Brazdeikis,9,1.9,0.6,0.4,-7.1,2019-20
11136,Ian Mahinmi,38,7.4,5.7,1.3,-4.5,2019-20
11137,Henry Ellenson,5,0.4,1.2,0.2,27.3,2019-20
11138,Harry Giles III,46,6.9,4.1,1.3,-8.2,2019-20
11139,Harrison Barnes,72,14.5,4.9,2.2,-2.5,2019-20
11140,Hamidou Diallo,46,6.9,3.6,0.8,0.9,2019-20
11141,Grayson Allen,38,8.7,2.2,1.4,-6,2019-20
11142,Grant Williams,69,3.4,2.6,1,6.3,2019-20
11143,Gorgui Dieng,63,7.4,5.6,1.2,-3.6,2019-20
11144,Hassan Whiteside,67,15.5,13.5,1.2,2.7,2019-20
11145,Gordon Hayward,52,17.5,6.7,4.1,8.5,2019-20
11146,Gabe Vincent,9,2.4,0.6,0.7,-15.9,2019-20
11147,Garrett Temple,62,10.3,3.5,2.5,-1.4,2019-20
11148,Garrison Mathews,18,5.4,1.3,0.6,7.1,2019-20
11149,Gary Clark,42,3.7,2.6,0.4,-5.1,2019-20
11150,Gary Harris,56,10.4,2.9,2.1,3.4,2019-20
11151,Gary Payton II,29,3.9,2.8,1.7,-14.3,2019-20
11152,Gary Trent Jr.,61,8.9,1.6,1,-1.4,2019-20
11153,Ish Smith,68,10.9,3.2,4.9,-3.9,2019-20
11154,Georges Niang,66,5.9,1.9,0.7,-1.1,2019-20
11155,Giannis Antetokounmpo,63,29.5,13.6,5.6,15.4,2019-20
11156,Glenn Robinson III,62,11.7,4.4,1.5,-7.8,2019-20
11157,Goga Bitadze,54,3.2,2,0.4,-1.4,2019-20
11158,Goran Dragic,59,16.2,3.2,5.1,3.5,2019-20
11159,George Hill,59,9.4,3,3.1,10.6,2019-20
11160,Landry Shamet,61,9.3,1.8,1.6,1.1,2020-21
11161,Langston Galloway,40,4.8,1.1,0.7,3.2,2020-21
11162,Larry Nance Jr.,35,9.3,6.7,3.1,-5.6,2020-21
11163,Lauri Markkanen,51,13.6,5.3,0.9,-2.8,2020-21
11164,LeBron James,45,25,7.7,7.8,9.2,2020-21
11165,Lonnie Walker IV,60,11.2,2.6,1.7,-6.3,2020-21
11166,Lonzo Ball,55,14.6,4.8,5.7,0.5,2020-21
11167,Luguentz Dort,52,14,3.6,1.7,-7.2,2020-21
11168,Louis King,6,7.3,3,1.5,-3.3,2020-21
11169,Malcolm Brogdon,56,21.2,5.3,5.9,-0.5,2020-21
11170,Luka Doncic,66,27.7,8,8.6,3.9,2020-21
11171,Malachi Flynn,47,7.5,2.5,2.9,-5.6,2020-21
11172,Luke Kennard,63,8.3,2.6,1.7,-0.4,2020-21
11173,Luke Kornet,31,3.4,2.2,0.8,5.8,2020-21
11174,Lou Williams,66,11.3,2.1,3.4,1.8,2020-21
11175,Luka Samanic,33,3.7,2.1,0.5,-2,2020-21
11176,Killian Tillie,18,3.2,1.3,0.4,9.6,2020-21
11177,LaMelo Ball,51,15.7,5.9,6.1,-3.1,2020-21
11178,Khem Birch,67,7.2,5.8,1.3,-3.6,2020-21
11179,Malik Beasley,37,19.6,4.4,2.4,-7.2,2020-21
11180,Khris Middleton,68,20.4,6,5.4,6.2,2020-21
11181,Khyri Thomas,5,16.4,3.6,5,7.3,2020-21
11182,Killian Hayes,26,6.8,2.7,5.3,-10.1,2020-21
11183,Kira Lewis Jr.,54,6.4,1.3,2.3,0.8,2020-21
11184,Kostas Antetokounmpo,15,0.8,1.3,0.1,22.1,2020-21
11185,Kris Dunn,4,1.3,1.5,0.5,-31.4,2020-21
11186,Kristaps Porzingis,43,20.1,8.9,1.6,0.7,2020-21
11187,Kyle Anderson,69,12.4,5.7,3.6,1.6,2020-21
11188,Kyle Guy,31,2.8,1.1,1,-4.2,2020-21
11189,Kyle Kuzma,68,12.9,6.1,1.9,-0.6,2020-21
11190,Kyle Lowry,46,17.2,5.4,7.3,-0.3,2020-21
11191,Kyrie Irving,54,26.9,4.8,6,5.6,2020-21
11192,LaMarcus Aldridge,26,13.5,4.5,1.9,-2.8,2020-21
11193,Lamar Stevens,40,4.1,2.4,0.6,-10.4,2020-21
11194,Malik Fitts,3,1,1,0,-27.3,2020-21
11195,Mo Bamba,46,8,5.8,0.8,-12.9,2020-21
11196,Mamadi Diakite,14,3.1,2.4,0.6,3.8,2020-21
11197,Michael Porter Jr.,61,19,7.3,1.1,8.3,2020-21
11198,Mikal Bridges,72,13.5,4.3,2.1,7.4,2020-21
11199,Mike Conley,51,16.2,3.5,6,16.7,2020-21
11200,Mike James,13,7.7,2.5,4.2,4.1,2020-21
11201,Mike Muscala,35,9.7,3.8,0.8,0.6,2020-21
11202,Mike Scott,51,4.2,2.4,0.8,-0.2,2020-21
11203,Miles Bridges,66,12.7,6,2.2,0.3,2020-21
11204,Mitchell Robinson,31,8.3,8.1,0.5,-0.4,2020-21
11205,Miye Oni,54,1.9,1.6,0.5,8.8,2020-21
11206,Monte Morris,47,10.2,2,3.2,6.2,2020-21
11207,Montrezl Harrell,69,13.5,6.2,1.1,1.4,2020-21
11208,Moritz Wagner,45,6.9,3.2,1.1,-7.9,2020-21
11209,Moses Brown,43,8.6,8.9,0.2,-18.3,2020-21
11210,Mychal Mulder,60,5.6,1,0.4,2.9,2020-21
11211,Kevon Looney,61,4.1,5.3,2,6,2020-21
11212,Michael Carter-Williams,31,8.8,4.5,4.2,-2.5,2020-21
11213,Malik Monk,42,11.7,2.4,2.1,0.8,2020-21
11214,Mfiondu Kabengele,39,2.4,1.5,0.4,-14.2,2020-21
11215,Max Strus,39,6.1,1.1,0.6,-4.2,2020-21
11216,Marc Gasol,52,5,4.1,2.1,4.3,2020-21
11217,Marcus Morris Sr.,57,13.4,4.1,1,4.2,2020-21
11218,Marcus Smart,48,13.1,3.5,5.7,2.8,2020-21
11219,Markelle Fultz,8,12.9,3.1,5.4,-6.5,2020-21
11220,Markieff Morris,61,6.7,4.4,1.2,0.8,2020-21
11221,Markus Howard,37,2.8,0.6,0.5,-17,2020-21
11222,Marques Bolden,6,1.2,1,0,12.3,2020-21
11223,Marquese Chriss,2,6.5,6.5,1,-40.3,2020-21
11224,Marvin Bagley III,43,14.1,7.4,1,-3.7,2020-21
11225,Mason Jones,32,5.3,1.7,1.3,-9.9,2020-21
11226,Mason Plumlee,56,10.4,9.3,3.6,-4.9,2020-21
11227,Matisse Thybulle,65,3.9,1.9,1,4.6,2020-21
11228,Matt Thomas,45,3.1,1,0.4,-9.3,2020-21
11229,Matthew Dellavedova,13,2.8,1.8,4.5,-3.1,2020-21
11230,Maurice Harkless,37,5.2,2.4,1.2,-2.9,2020-21
11231,Meyers Leonard,3,3.3,2.3,0.7,-1.4,2020-21
11232,Kevin Porter Jr.,26,16.6,3.8,6.3,-12.6,2020-21
11233,Jaylen Adams,7,0.3,0.4,0.3,-31,2020-21
11234,Kevin Knox II,42,3.9,1.5,0.5,-3.5,2020-21
11235,Jeremy Lamb,36,10.1,3.6,1.5,-0.3,2020-21
11236,Jerome Robinson,17,4.9,2.2,1.5,-13.1,2020-21
11237,Jevon Carter,60,4.1,1.5,1.2,3.3,2020-21
11238,Jimmy Butler,52,21.5,6.9,7.1,5.2,2020-21
11239,Joe Harris,69,14.1,3.6,1.9,6.9,2020-21
11240,Joe Ingles,67,12.1,3.6,4.7,11.8,2020-21
11241,Joel Embiid,51,28.5,10.6,2.8,12,2020-21
11242,John Collins,63,17.6,7.4,1.2,4.3,2020-21
11243,John Konchar,43,4.3,3,1.1,2.1,2020-21
11244,John Wall,40,20.6,3.2,6.9,-5.7,2020-21
11245,Jonas Valanciunas,62,17.1,12.5,1.8,3.8,2020-21
11246,Jontay Porter,11,2,1.3,0.1,0.9,2020-21
11247,Jordan Bell,6,2.5,4,1.2,-17,2020-21
11248,Jordan Bone,14,4,1.7,1.3,-14.3,2020-21
11249,Jordan Clarkson,68,18.4,4,2.5,7.8,2020-21
11250,Jeremiah Martin,9,2.4,0.8,0.4,-16.7,2020-21
11251,Jerami Grant,54,22.3,4.6,2.8,-3.2,2020-21
11252,Jeff Teague,55,6.7,1.6,2.4,2.8,2020-21
11253,Jeff Green,68,11,3.9,1.6,3.3,2020-21
11254,James Wiseman,39,11.5,5.8,0.7,-8.8,2020-21
11255,Jared Dudley,12,0.5,1.8,0.4,-1.7,2020-21
11256,Jared Harper,8,0.4,0.3,0.1,-16.4,2020-21
11257,Jaren Jackson Jr.,11,14.4,5.6,1.1,-10.5,2020-21
11258,Jarred Vanderbilt,64,5.4,5.8,1.2,-1.1,2020-21
11259,Jarrell Brantley,28,2.3,1,0.5,-9.1,2020-21
11260,Jarrett Allen,63,12.8,10,1.7,-5.6,2020-21
11261,Jordan McLaughlin,51,5,2.1,3.8,-6.3,2020-21
11262,Jarrett Culver,34,5.3,3.1,0.7,-10.7,2020-21
11263,Jaxson Hayes,60,7.5,4.3,0.6,-0.9,2020-21
11264,Jay Scrubb,4,8.8,3.5,0.3,-2.8,2020-21
11265,Myles Turner,47,12.6,6.5,1,1.3,2020-21
11266,Jaylen Brown,58,24.7,6,3.4,1.8,2020-21
11267,Jaylen Hoard,19,6.1,3.4,1.3,-9.1,2020-21
11268,Jaylen Nowell,42,9,2.3,1.5,-6.6,2020-21
11269,Jayson Tatum,64,26.4,7.4,4.3,3,2020-21
11270,Javonte Green,41,3.6,1.7,0.4,1.8,2020-21
11271,Kevin Love,25,12.2,7.4,2.5,-6.5,2020-21
11272,Jordan Nwora,30,5.7,2,0.2,-0.3,2020-21
11273,Josh Green,39,2.6,2,0.7,1.9,2020-21
11274,Kawhi Leonard,52,24.8,6.5,5.2,12.2,2020-21
11275,Keita Bates-Diop,30,2.6,1.6,0.4,-7.7,2020-21
11276,Kelan Martin,35,4.5,2.2,0.5,15.6,2020-21
11277,Keldon Johnson,69,12.8,6,1.8,-3.8,2020-21
11278,Keljin Blevins,17,0.7,0.6,0.2,-22.2,2020-21
11279,Kelly Olynyk,70,13.5,7,2.9,-2.5,2020-21
11280,Kelly Oubre Jr.,55,15.4,6,1.3,-4.6,2020-21
11281,Kemba Walker,43,19.3,4,4.9,3.1,2020-21
11282,Kendrick Nunn,56,14.6,3.2,2.6,-0.4,2020-21
11283,Kenrich Williams,66,8,4.1,2.3,-6.3,2020-21
11284,Kent Bazemore,67,7.2,3.4,1.6,5.9,2020-21
11285,Kentavious Caldwell-Pope,67,9.7,2.7,1.9,3.3,2020-21
11286,Kenyon Martin Jr.,45,9.3,5.4,1.1,-11.5,2020-21
11287,Kevin Durant,35,26.9,7.1,5.6,10.7,2020-21
11288,Kevin Huerter,69,11.9,3.3,3.5,1.7,2020-21
11289,Karl-Anthony Towns,50,24.8,10.6,4.5,-0.1,2020-21
11290,Karim Mane,10,1.1,1.4,0.4,-12,2020-21
11291,KZ Okpala,37,2.5,1.8,0.5,-6.8,2020-21
11292,Juwan Morgan,29,1.2,1,0.3,-34.1,2020-21
11293,Josh Hall,21,4.1,2.8,1.3,-13.2,2020-21
11294,Josh Hart,47,9.2,8,2.3,-0.2,2020-21
11295,Josh Jackson,62,13.4,4.1,2.3,-3.4,2020-21
11296,Josh Okogie,59,5.4,2.6,1.1,-6.6,2020-21
11297,Josh Richardson,59,12.1,3.3,2.6,-0.2,2020-21
11298,Jrue Holiday,59,17.7,4.5,6.1,9.2,2020-21
11299,Juan Toscano-Anderson,53,5.7,4.4,2.8,3.8,2020-21
11300,Jordan Poole,51,12,1.8,1.9,0.7,2020-21
11301,Juancho Hernangomez,52,7.2,3.9,0.7,-4.9,2020-21
11302,Justin Holiday,72,10.5,3.6,1.7,-0.6,2020-21
11303,Justin Jackson,34,7.2,2.3,1.5,-3,2020-21
11304,Justin James,36,3.9,0.8,0.6,-8.5,2020-21
11305,Justin Patton,13,5.4,3.8,1.1,-14.1,2020-21
11306,Justin Robinson,9,2.3,0.8,1,-22,2020-21
11307,Justise Winslow,26,6.8,4.5,1.9,-6.1,2020-21
11308,Jusuf Nurkic,37,11.5,9,3.4,6.9,2020-21
11309,Julius Randle,71,24.1,10.2,6,3,2020-21
11310,Naji Marshall,32,7.7,4.6,2.8,-1.5,2020-21
11311,Rudy Gobert,71,14.3,13.5,1.3,15.9,2020-21
11312,Nate Darling,7,1.3,0.1,0.1,-54.3,2020-21
11313,Thaddeus Young,68,12.1,6.2,4.3,4.1,2020-21
11314,Thanasis Antetokounmpo,57,2.9,2.2,0.8,2.5,2020-21
11315,Theo Maledon,65,10.1,3.2,3.5,-16.5,2020-21
11316,Theo Pinson,17,0.1,0.3,0.1,-16,2020-21
11317,Thomas Bryant,10,14.3,6.1,1.5,-2.1,2020-21
11318,Thon Maker,8,3.8,2.3,0.5,-10.9,2020-21
11319,Tim Frazier,5,1.6,1.6,3.2,7.8,2020-21
11320,Tim Hardaway Jr.,70,16.6,3.3,1.8,2.1,2020-21
11321,Timothe Luwawu-Cabarrot,58,6.4,2.2,1.2,-0.4,2020-21
11322,Tobias Harris,62,19.5,6.8,3.5,7.2,2020-21
11323,Tomas Satoransky,58,7.7,2.4,4.7,-0.8,2020-21
11324,Tony Bradley,42,7.1,5.7,0.9,-1.8,2020-21
11325,Tony Snell,47,5.3,2.4,1.3,2.2,2020-21
11326,Torrey Craig,50,5.5,3.9,1,-3.7,2020-21
11327,Trae Young,63,25.3,3.9,9.4,5.2,2020-21
11328,Terry Rozier,69,20.4,4.4,4.2,-2,2020-21
11329,Tre Jones,37,2.5,0.6,1.1,-13.8,2020-21
11330,Terrence Ross,46,15.6,3.4,2.3,-8.8,2020-21
11331,Terence Davis,61,8.7,2.5,1.4,-2.8,2020-21
11332,Solomon Hill,71,4.5,3,1.1,1,2020-21
11333,Spencer Dinwiddie,3,6.7,4.3,3,29.8,2020-21
11334,Stanley Johnson,61,4.4,2.5,1.5,-6.4,2020-21
11335,Stephen Curry,63,32,5.5,5.8,4.6,2020-21
11336,Sterling Brown,51,8.2,4.4,1.4,-5.4,2020-21
11337,Steven Adams,58,7.6,8.9,1.9,-0.1,2020-21
11338,Svi Mykhailiuk,66,8.5,2.5,1.7,-8.2,2020-21
11339,T.J. Leaf,7,1.7,0.7,0.1,-24.8,2020-21
11340,T.J. McConnell,69,8.6,3.7,6.6,2.5,2020-21
11341,T.J. Warren,4,15.5,3.5,1.3,2.6,2020-21
11342,Tacko Fall,19,2.5,2.7,0.2,6.3,2020-21
11343,Taj Gibson,45,5.4,5.6,0.8,7.3,2020-21
11344,Talen Horton-Tucker,65,9,2.6,2.8,1,2020-21
11345,Taurean Prince,41,9.5,3.5,1.9,-6.1,2020-21
11346,Terance Mann,67,7,3.6,1.6,2.7,2020-21
11347,Terrance Ferguson,13,0.2,0.1,0.2,-17.8,2020-21
11348,Tremont Waters,26,3.8,0.8,2.4,-2,2020-21
11349,Trent Forrest,30,2.9,1.5,1.5,-7.7,2020-21
11350,Trevor Ariza,30,9.4,4.8,1.8,2.8,2020-21
11351,Wayne Ellington,46,9.6,1.8,1.5,-4.3,2020-21
11352,Wendell Carter Jr.,54,11.2,8.2,1.9,-9,2020-21
11353,Wenyen Gabriel,21,3.4,2.6,0.5,0.8,2020-21
11354,Wes Iwundu,41,2.4,2.2,0.4,-6.6,2020-21
11355,Wesley Matthews,58,4.8,1.6,0.9,1.9,2020-21
11356,Will Barton,56,12.7,4,3.2,6,2020-21
11357,Will Magnay,1,0,0,0,-148.2,2020-21
11358,Willie Cauley-Stein,53,5.3,4.5,0.7,9.4,2020-21
11359,Willy Hernangomez,47,7.8,7.1,1.1,0,2020-21
11360,Xavier Tillman,59,6.6,4.3,1.3,2.9,2020-21
11361,Yogi Ferrell,10,5.6,1.9,2.2,-0.4,2020-21
11362,Yuta Watanabe,50,4.4,3.2,0.8,-2.7,2020-21
11363,Zach LaVine,58,27.4,5,4.9,-0.8,2020-21
11364,Zeke Nnaji,42,3.2,1.5,0.2,-10.5,2020-21
11365,Zion Williamson,61,27,7.2,3.7,2.1,2020-21
11366,Vlatko Cancar,41,2.1,1.2,0.3,-17.5,2020-21
11367,Vincent Poirier,10,0.8,1.4,0.2,-19.4,2020-21
11368,Victor Oladipo,33,19.8,4.8,4.6,-2.3,2020-21
11369,Vernon Carey Jr.,19,2.4,1.4,0.1,-3.2,2020-21
11370,Trey Burke,62,6.6,0.9,1.3,1.3,2020-21
11371,Trey Lyles,23,5,3.7,0.6,-14.5,2020-21
11372,Tristan Thompson,54,7.6,8.1,1.2,1,2020-21
11373,Troy Brown Jr.,34,4.7,3.1,0.9,3.1,2020-21
11374,Ty Jerome,33,10.7,2.8,3.6,-8.5,2020-21
11375,Ty-Shon Alexander,15,0.6,0.7,0.4,-6,2020-21
11376,Tyler Bey,18,1,1.1,0.2,-27,2020-21
11377,Skylar Mays,33,3.8,1.1,0.9,1.4,2020-21
11378,Tyler Cook,32,4.9,3,0.5,-4.2,2020-21
11379,Tyler Johnson,39,5.4,2,1.2,3.3,2020-21
11380,Tyrell Terry,11,1,0.5,0.5,0,2020-21
11381,Tyrese Haliburton,58,13,3,5.3,-5.6,2020-21
11382,James Nunnally,9,1.7,1,0.3,-4.8,2020-21
11383,Tyus Jones,70,6.3,2,3.7,-2.8,2020-21
11384,Udoka Azubuike,15,1.1,0.9,0,-54.5,2020-21
11385,Udonis Haslem,1,4,1,0,66.7,2020-21
11386,Tyler Herro,54,15.1,5,3.4,-2.9,2020-21
11387,Sindarius Thornwell,21,2,0.9,1,-2,2020-21
11388,Shaquille Harrison,34,2.1,1.4,0.7,-10.1,2020-21
11389,Shake Milton,63,13,2.3,3.1,4.3,2020-21
11390,Otto Porter Jr.,28,9.7,5.4,2,-3,2020-21
11391,P.J. Tucker,52,3.7,3.9,1.2,-5.5,2020-21
11392,P.J. Washington,64,12.9,6.5,2.5,0.6,2020-21
11393,PJ Dozier,50,7.7,3.6,1.8,9.5,2020-21
11394,Pascal Siakam,56,21.4,7.2,4.5,3,2020-21
11395,Pat Connaughton,69,6.8,4.8,1.2,6.9,2020-21
11396,Patrick Beverley,37,7.5,3.2,2.1,9,2020-21
11397,Patrick McCaw,5,1,0.6,0.8,-33,2020-21
11398,Patrick Patterson,38,5.2,2,0.8,2.1,2020-21
11399,Patrick Williams,71,9.2,4.6,1.4,-7.1,2020-21
11400,Patty Mills,68,10.8,1.7,2.4,1.4,2020-21
11401,Paul George,54,23.3,6.6,5.2,11.3,2020-21
11402,Paul Millsap,56,9,4.7,1.8,4.7,2020-21
11403,Paul Reed,26,3.4,2.3,0.5,11.2,2020-21
11404,Paul Watson,27,4.1,1.7,0.6,-1.7,2020-21
11405,Oshae Brissett,21,10.9,5.5,0.9,6,2020-21
11406,Onyeka Okongwu,50,4.6,3.3,0.4,-6.3,2020-21
11407,Obi Toppin,62,4.1,2.2,0.5,2.7,2020-21
11408,OG Anunoby,43,15.9,5.5,2.2,3.3,2020-21
11409,Nate Hinton,21,2,0.4,0.4,-28.2,2020-21
11410,Nathan Knight,33,3.8,2.2,0.2,-4.3,2020-21
11411,Naz Reid,70,11.2,4.6,1,-9.7,2020-21
11412,Nemanja Bjelica,37,6.5,3.4,1.9,-6.7,2020-21
11413,Nerlens Noel,64,5.1,6.4,0.7,0.7,2020-21
11414,Nick Richards,18,0.8,0.6,0.1,-10.5,2020-21
11415,Nickeil Alexander-Walker,46,11,3.1,2.2,-3.3,2020-21
11416,Payton Pritchard,66,7.7,2.4,1.8,0.6,2020-21
11417,Nico Mannion,30,4.1,1.5,2.3,-9.4,2020-21
11418,Nicolas Claxton,32,6.6,5.2,0.9,12.3,2020-21
11419,Nicolo Melli,45,3,2.7,1,1.1,2020-21
11420,Nikola Jokic,72,26.4,10.8,8.3,7.7,2020-21
11421,Nikola Vucevic,70,23.4,11.7,3.8,-7,2020-21
11422,Noah Vonleh,4,0,0.3,0.3,-63.2,2020-21
11423,Norman Powell,69,18.6,3.1,1.9,1.8,2020-21
11424,Norvel Pelle,13,1.5,1.5,0.2,12.2,2020-21
11425,Nicolas Batum,67,8.1,4.7,2.2,8.9,2020-21
11426,Nassir Little,48,4.6,2.7,0.5,-2.2,2020-21
11427,Precious Achiuwa,61,5,3.4,0.5,-7.2,2020-21
11428,Quinndary Weatherspoon,20,2.3,0.6,0.4,-22.6,2020-21
11429,Rondae Hollis-Jefferson,11,2.5,2.4,1.2,-1.1,2020-21
11430,Royce O'Neale,71,7,6.8,2.5,10.4,2020-21
11431,Rudy Gay,63,11.4,4.8,1.4,4.5,2020-21
11432,Rui Hachimura,57,13.8,5.5,1.4,-2.8,2020-21
11433,Russell Westbrook,65,22.2,11.5,11.7,-1.2,2020-21
11434,Ryan Arcidiacono,44,3.1,1.5,1.3,0,2020-21
11435,Saben Lee,48,5.6,2,3.6,-6.3,2020-21
11436,Saddiq Bey,70,12.2,4.5,1.4,-5.6,2020-21
11437,Sam Merrill,30,3,1,0.7,-8.5,2020-21
11438,Sean McDermott,18,2.2,1.1,0.2,-17.7,2020-21
11439,Sekou Doumbouya,56,5.1,2.6,0.8,-6.9,2020-21
11440,Semi Ojeleye,56,4.6,2.6,0.7,-0.2,2020-21
11441,Serge Ibaka,41,11.1,6.7,1.8,7.4,2020-21
11442,Seth Curry,57,12.5,2.4,2.7,8.2,2020-21
11443,Shai Gilgeous-Alexander,35,23.7,4.7,5.9,-7.7,2020-21
11444,Romeo Langford,18,3.1,1.9,0.7,-10.1,2020-21
11445,Rodney McGruder,16,5.7,1.4,1,-4,2020-21
11446,Rodney Hood,55,4.5,1.9,1,-6.6,2020-21
11447,Rodions Kurucs,21,1.5,1.1,0.5,-0.3,2020-21
11448,R.J. Hampton,51,6.9,3.5,1.7,-14.2,2020-21
11449,RJ Barrett,72,17.6,5.8,3,2.7,2020-21
11450,Rajon Rondo,45,5.4,2.4,4.4,1,2020-21
11451,Raul Neto,64,8.7,2.4,2.3,-1,2020-21
11452,Ray Spalding,2,2,2,0,-15.9,2020-21
11453,Rayjon Tucker,14,2.4,0.8,0.4,-5.2,2020-21
11454,Reggie Bullock,65,10.9,3.4,1.5,2.5,2020-21
11455,Quinn Cook,23,3.3,0.7,0.8,-3.9,2020-21
11456,Reggie Jackson,67,10.7,2.9,3.1,7.4,2020-21
11457,Richaun Holmes,61,14.2,8.3,1.7,0.3,2020-21
11458,Ricky Rubio,68,8.6,3.3,6.4,-5,2020-21
11459,Robert Covington,70,8.5,6.7,1.7,4.8,2020-21
11460,Robert Franks,7,6.1,2,0.7,-14.4,2020-21
11461,Robert Williams III,52,8,6.9,1.8,0.4,2020-21
11462,Robert Woodard II,13,1.5,1.2,0.2,6.6,2020-21
11463,Robin Lopez,71,9,3.8,0.8,-1.1,2020-21
11464,Reggie Perry,26,3,2.8,0.5,-7.3,2020-21
11465,Tyrese Maxey,61,8,1.7,2,-1.6,2020-21
11466,Maxi Kleber,50,7.1,5.2,1.4,4.6,2020-21
11467,James Ennis III,41,8.4,4,1.5,-3.8,2020-21
11468,Coby White,69,15.1,4.1,4.8,-2.7,2020-21
11469,Clint Capela,63,15.2,14.3,0.8,6.6,2020-21
11470,Chuma Okeke,45,7.8,4,2.2,-7.2,2020-21
11471,Christian Wood,41,21,9.6,1.7,-3.8,2020-21
11472,Chris Silva,15,2.1,1.8,0.4,-0.5,2020-21
11473,Chris Paul,70,16.4,4.5,8.9,6.5,2020-21
11474,Chris Chiozza,22,4,1.1,3,3,2020-21
11475,Chris Boucher,60,13.6,6.7,1.1,3.8,2020-21
11476,Chimezie Metu,36,6.3,3.1,0.8,-7.8,2020-21
11477,Chasson Randle,41,6.5,2,1.8,-15,2020-21
11478,Charlie Brown Jr.,9,4.4,1.9,1,-12.7,2020-21
11479,Chandler Hutchison,25,4.3,3.1,0.7,-5.2,2020-21
11480,Cedi Osman,59,10.4,3.4,2.9,-11,2020-21
11481,Cassius Winston,22,1.9,0.4,0.5,-21.4,2020-21
